FID,Iteration,Latitude,Longitude,State,Lake,Lake ID,Lake Size km2,Number of Lakes in Buffer,Infected?,Infect Reduction Type,HSI,Probability of Infection,Boat Threshold,Initial Boats,Uninfected Boats Arriving,Infected Boats Arriving,Total Boats Arriving,Total Boats Leaving
211,0,40.37551,-105.488205,CO,LAKE ESTES,0,0.561,0,false,Null,0.46337619705807076,1,100,405.617709091,265.0148026360765,1.8989980495757746,266.9138006856523,405.6177090909998,
369,0,44.504792,-118.185761,OR,UNITY RESERVOIR,0,3.729,0,false,Null,0.2627142432377813,1,100,489.5688,96.4741609653143,9.220058409633529,105.69421937494782,489.56880000000064,
23,0,44.13,-110.8177,WY,GRASSY LAKE,0,1.259,0,false,Null,2.7386127875258305E-4,1,100,323.4832,38.15050240732435,3.9368199039980736,42.087322311322424,323.4832000000003,
249,0,39.0939,-111.19307,UT,MILLSITE RESERVOIR,0,1.534,0,false,Null,1,1,100,72.4905,62.42916844506023,28.545392933883512,90.97456137894375,72.49050000000007,
513,0,32.9338,-98.4458,TX,Possum Kingdom Lake,0,17.699953925,0,true,Null,3.1622776601683794E-4,1,100,3919,1579.6042294967965,292.5993653984844,1872.203594895281,3919.000000000003,
293,0,48.61,-116.831,ID,PRIEST LAKE,0,94.8,0,true,Null,2.819574435974337E-4,1,100,608.3591,1628.95275928837,128.6083990727783,1757.5611583611485,608.3590999999996,
323,0,39.773,-111.153,UT,SCOFIELD RESERVOIR,0,11.128,0,true,Null,0.9912113800799505,1,100,76.6957333333,732.394243294397,137.02940533786827,869.4236486322653,76.69573333329987,
495,0,33.8345348,-98.5598279,TX,Lake Wichita,0,8.7884039876,0,false,Null,0.8660254037844386,1,100,4255,613.9643601452138,94.9422063803502,708.906566525564,4255,
470,0,33.0736188,-96.479825,TX,Lake Lavon,0,91.4358474922,0,true,Null,0.14142135623730956,1,100,16499,22980.949016729024,4460.705186935196,27441.65420366422,16498.999999999996,
168,0,39.271092,-108.843598,CO,HIGHLINE LAKE,0,0.61,0,false,Null,0.9797958971132712,1,100,2135.6009,22.448928374352924,5.641322607958489,28.090250982311414,2135.600899999999,
297,0,38.29073,-104.82448,CO,PUEBLO RESERVOIR,0,9.411,0,false,Null,0.963068014212911,1,100,2295.7678,1967.2064005492177,36.18946959078465,2003.3958701400024,2295.7678000000037,
257,0,42.054,-116.169,ID,MOUNTAIN VIEW RESERVOIR,0,1.685,0,false,Null,0.6969671762715944,1,100,158.0673,39.74080632101379,8.572097420671815,48.31290374168561,158.0673,
442,0,33.4811193,-97.8844419,TX,Lake Amon G. Carter,0,114.89007212,0,true,Null,0.04000000000000026,1,100,1225,11058.257372806967,4990.6333371641,16048.890709971067,1225.0000000000018,
65,0,44.737,-103.677,SD,BELLE FOURCHE RESERVOIR,0,24.711,0,false,Null,0.9643650760992953,1,100,290.2154,1169.3529169358892,38.234026117775436,1207.5869430536645,290.21540000000005,
448,0,33.6508886,-96.1517022,TX,Lake Bonham (Bonham City Lake),0,72.9580466066,0,true,Null,1.0E-7,1,100,1354,5907.648875595885,2567.205123767913,8474.853999363799,1353.9999999999984,
530,0,30.2878,-97.6056,TX,Walter E. Long Lake,0,1.0090036038,0,true,Null,1.4832396974191324E-4,1,100,24123,109.64347879094723,541.273531861901,650.9170106528483,24123,
534,0,33.2659,-94.2231,TX,Wright Patman Lake,0,4.02864913,0,false,Null,1.0E-7,1,100,7012,193.22578205326724,19.028324009279498,212.25410606254673,7012.000000000005,
432,0,32.9938111,-97.1120225,TX,Grapevine Lake,0,8.8463550228,0,true,Null,3.1622776601683794E-4,1,100,52298,2949.9252602874676,2134.50210378156,5084.427364069028,52297.99999999996,
424,0,29.5261,-98.9118,TX,Diversion Lake,0,3.1674368534,0,false,Null,0.7071067811865476,1,100,628,3307.135297394637,65.45462670884311,3372.58992410348,628.0000000000001,
153,0,39.219,-111.703,UT,GUNNISON RESERVOIR,0,3.419,0,false,Null,0.9721111047611789,1,100,126.8267,366.22438315312627,56.96818554379551,423.1925686969218,126.82670000000005,
102,0,38.783596,-106.283784,CO,COTTONWOOD LAKE,0,0.159,0,false,Null,0.5019750989840034,1,100,111.58288,15.584321587147386,0.7858249201129274,16.370146507260312,111.58287999999997,
336,0,38.972058,-105.6239339,CO,SPINNEY MTN RES,0,10.027,0,false,Null,0.9964687651903595,1,100,99.007,2105.2234571840568,41.87259628731597,2147.0960534713727,99.00700000000002,
3,0,37.6681,-105.7343,CO,SAN LUIS LAKE,0,2.153,0,false,Null,0.647759787884367,1,100,443.269,150.33014067267948,10.652033556622937,160.98217422930242,443.2690000000002,
189,0,38.61,-111.633,UT,JOHNSON VALLEY RESERVOIR,0,2.772,0,false,Null,0.5961442778388466,1,100,92.1652,169.51168778699335,69.19616836157107,238.70785614856442,92.16520000000003,
438,0,26.5586657,-99.1619777,TX,International Falcon Reservoir,0,21.6271482748,0,false,Null,3.1622776601683794E-4,1,100,832,373.1102417544721,65.80513013331135,438.91537188778346,831.9999999999989,
90,0,38.787822,-99.79151,KS,CEDAR BLUFF RESERVOIR,0,24.033,0,true,Null,1,0,100,91.8032,892.2763833498221,51.207539377149516,943.4839227269716,91.80319999999996,
446,0,30.146342,-97.2772483,TX,Lake Bastrop,0,73.291062716,0,true,Null,0.14500000000000002,1,100,2629,7749.87203585523,3962.2352099274935,11712.107245782723,2629.0000000000045,
286,0,47.98,-116.558,ID,PEND OREILLE LAKE,0,375.404,0,true,Null,0.8087324032088735,1,100,1407.09038,8754.790222373314,565.4285575591465,9320.21877993246,1407.090380000002,
499,0,34.5476051,-101.4426041,TX,Mackenzie Reservoir,0,2.7092918328,0,false,Null,1.0E-7,1,100,86,147.60321132109502,9.882656013654447,157.48586733474946,86.00000000000011,
163,0,44.4065,-106.607,WY,HEALY RESERVOIR,0,0.911,0,false,Null,1,1,100,84.6356,39.080702877331824,1.9385223386644217,41.019225215996244,84.6356,
52,0,43.30429,-103.40689,SD,ANGOSTURA RESERVOIR,0,19.235,0,false,Null,0.9578622030334009,1,100,217.5258,904.6813753057414,34.31523021138476,938.9966055171262,217.52579999999978,
219,0,43.639392,-117.236027,OR,LAKE OWYHEE,0,44.63,0,true,Null,0.5628919079183854,1,100,297.117533333,2038.3492031076532,141.76085684371046,2180.110059951364,297.1175333329999,
9,0,42.8364,-109.6778,WY,BOULDER LAKE,0,6.937,0,false,Null,2.774887385102322E-4,1,100,74.3367,167.6962705256895,26.766566167588167,194.46283669327767,74.33669999999992,
130,0,42.15941,-122.6167,OR,EMIGRANT LAKE,0,3.157,0,false,Null,0.2411713084096033,1,100,1510.23685,372.7234446078531,6.6345357232890825,379.3579803311422,1510.2368499999993,
127,0,33.155,-107.19071,NM,ELEPHANT BUTTE RESERVOIR,0,31.14,0,true,Null,0.9708243919473799,1,100,188.2581,606.6728523453335,274.3606072133357,881.0334595586692,188.25810000000004,
352,0,39.222626,-105.604146,CO,TARRYALL RES,0,0.764,0,false,Null,0.7849124154961494,1,100,99.007,206.6201550135689,3.0796050914262576,209.69976010499516,99.00700000000002,
111,0,40.407,-111.527,UT,DEER CREEK RESERVOIR,0,10.294,0,false,Null,0.8916277250063503,1,100,151.135,2624.2119043586545,97.75282089495624,2721.9647252536106,151.13499999999982,
254,0,37.2146,-105.0474,CO,MONUMENT RESERVOIR,0,0.345,0,false,Null,0.9508943158942533,1,100,4404.96985,120.78839612944451,1.5246334006216653,122.31302953006617,4404.969849999997,
140,0,42.2018222222,-121.123388889,OR,GERBER RESERVOIR,0,15.427,0,false,Null,0.20539595906443733,1,100,490.84485,1352.5694579705764,40.04857116741729,1392.6180291379937,490.84484999999984,
503,0,29.5375,-98.9335,TX,Medina Lake,0,83.4006855564,0,true,Null,3.1622776601683794E-4,1,100,3106,8896.086085053355,1658.2584080585632,10554.34449311192,3105.9999999999945,
374,0,37.3953,-107.5614,CO,VALLECITO RESERVOIR,0,10.852,0,false,Null,0.47771963535111267,1,100,257.6173,686.6358001366661,93.62329578608123,780.2590959227474,257.61730000000017,
162,0,44.497641,-121.152306,OR,HAYSTACK RESERVOIR,0,1.054,0,false,Null,2.2360679774997898E-4,1,100,311.3381,49.42523328575719,1.9523857213190956,51.377619007076284,311.33810000000057,
104,0,38.68868,-107.606656,CO,CRAWFORD RESERVOIR,0,1.52,0,false,Null,0.9604686356149272,1,100,229.8338,107.61976829196139,10.854438911199347,118.47420720316074,229.83379999999983,
179,0,41.6256,-111.8663,UT,HYRUM RESERVOIR,0,1.748,0,false,Null,0.9460443964212251,1,100,742.29005,221.47897468716275,11.052699686328294,232.53167437349103,742.2900500000002,
60,0,39.94815,-104.74901,CO,BARR LAKE,0,6.975,0,false,Null,0.9159503261640338,1,100,6045.2552,5163.104249968902,22.077707363302657,5185.181957332205,6045.255199999984,
517,0,36.0353,-102.5076,TX,Rita Blanca Lake,0,10.4911203326,0,false,Null,0.5,1,100,35,345.90726489335685,34.63264277758222,380.5399076709391,34.99999999999997,
233,0,39.898477,-98.034073,KS,LOVEWELL RESERVOIR,0,11.576,0,false,Null,0.9974968671630002,1,100,94.7716,931.9764797413882,19.736947333995825,951.713427075384,94.77159999999998,
497,0,32.810916,-97.432577,TX,Lake Worth,0,42.663009835,0,true,Null,0.14500000000000002,1,100,32480,21305.129239012545,25688.00901145992,46993.13825047246,32479.999999999956,
204,0,38.5798,-122.2479,CA,LAKE BERRYESSA,0,75.585,0,true,Null,0.5863701902382147,1,100,4008.6794,6323.125584015621,255.33219660543224,6578.457780621053,4008.6794000000054,
330,0,37.387469,-105.540368,CO,SMITH RESERVOIR,0,2.727,0,false,Null,0.9318925839387284,1,100,35.5725333333,262.1903655640724,13.237605947646532,275.42797151171897,35.5725333333,
109,0,38.20905,-105.452975,CO,DE WEESE RESERVOIR,0,9.453,0,false,Null,0.9895726350298901,1,100,133.3246,1339.7931284828758,41.566517741433536,1381.3596462243092,133.3246,
208,0,34.4044444444,-119.337222222,CA,LAKE CASITAS,0,9.156,0,false,Null,0.8916277250063503,1,100,23552.5164,2488.762751265425,97.25281906206868,2586.0155703274936,23552.516400000033,
397,0,37.7502583,-112.7739826,UT,YANKEE MEADOW RESERVOIR,0,0.119,0,false,Null,0.7814857644256868,1,100,415.129533333,7.8117267469733624,3.831071007211803,11.642797754185166,415.1295333330002,
305,0,44.138,-114.916,ID,REDFISH LAKE (outflow),0,6.086,0,false,Null,2.2360679774997898E-4,1,100,133.8314,152.41341925383247,19.840115010596726,172.2535342644292,133.8314000000001,
430,0,30.6295693,-96.0548313,TX,Gibbons Creek Reservoir,0,33.6178325804,0,true,Null,1.0E-7,1,100,703,9824.448144659422,747.6406749906694,10572.088819650091,703.0000000000006,
366,0,39.253565,-106.370007,CO,TURQUOISE LAKE,0,7.072,0,false,Null,1.6583123951777063E-4,1,100,69.7212,1026.5347926475804,33.33123990718997,1059.8660325547703,69.7212,
288,0,40.3637,-105.2835,CO,PINEWOOD LAKE,0,0.369,0,false,Null,1.8027756377319925E-4,1,100,405.617709091,194.78366545238933,1.2091507913774457,195.99281624376678,405.61770909100005,
123,0,46.867,-102.827,ND,EDWARD ARTHUR PATTERSON LAKE,0,2.559,0,false,Null,0.9861541461658011,1,100,720.7782,53.005000179033715,2.908154325116227,55.913154504149944,720.7782000000005,
46,0,42.52953,-121.929744444,OR,AGENCY LAKE,0,37.944,0,false,Null,2.819574435974337E-4,1,100,490.84485,1802.4080640056923,83.84485868074432,1886.2529226864367,490.84484999999995,
164,0,46.641,-111.882,MT,HELENA VALLEY RESERVOIR,0,2.284,0,false,Null,0.9531044014167598,1,100,931.7337,497.23868608662434,4.524965031492502,501.76365111811685,931.7336999999973,
176,0,40.36002,-100.667879,NE,HUGH BUTLER LAKE,0,6.056,0,false,Null,0.9578622030334009,1,100,41.2137,300.3094928943068,11.99566373818393,312.3051566324907,41.213700000000046,
379,0,43.585833,-118.20777,OR,WARM SPRINGS RESERVOIR,0,16.749,0,false,Null,0.9721111047611789,1,100,518.444333333,507.9799639815466,49.20277676168157,557.1827407432281,518.4443333329997,
161,0,47.781,-116.674,ID,HAYDEN LAKE,0,15.612,0,false,Null,2.8635642126552705E-4,1,100,798.73128,1029.4592295000239,24.14863135984286,1053.6078608598668,798.7312800000009,
272,0,38.426,-106.1468,CO,OHAVER RESERVOIR,0,0.06,0,false,Null,3.1622776601683794E-4,1,100,111.58288,5.413233546247744,0.30087328834466953,5.714106834592413,111.58287999999997,
269,0,38.6114,-106.3205,CO,NORTH FORK RESERVOIR,0,0.095,0,false,Null,0.4905327461036623,1,100,111.58288,8.486138310846256,0.4847816868295878,8.970919997675843,111.58288000000005,
223,0,46.596,-101.812,ND,LAKE TSCHIDA,0,13.495,0,false,Null,0.9525000000000001,1,100,73.9566,565.7813854242228,14.6344537134668,580.4158391376895,73.95660000000002,
119,0,44.545113,-109.116336,WY,EAST NEWTON LAKE,0,0.079,0,false,Null,0.9721111047611789,1,100,140.7456,74.62401562682261,0.2036654545157234,74.82768108133834,140.74560000000025,
258,0,42.462,-114.167,ID,MURTAUGH LAKE,0,3.316,0,false,Null,0.9721111047611789,1,100,716.772066667,74.57272472387163,16.81527892519264,91.38800364906427,716.7720666670004,
121,0,37.20858,-106.99847,CO,ECHO CANYON RESERVOIR,0,0.47,0,false,Null,0.9836157786453,1,100,366.4888,19.21381760670332,3.433898027952129,22.647715634655448,366.48880000000037,
445,0,32.204873,-95.855521,TX,Lake Athens,0,42.5531780546,0,true,Null,1.0E-7,1,100,6032,5919.762716840313,573.1402546811356,6492.902971521449,6032.000000000001,
460,0,32.5548295,-94.9603304,TX,Lake Gladewater,0,13.5477250623,0,true,Null,1.0E-7,1,100,2304,1775.374978507152,112.28581757869202,1887.6607960858441,2303.999999999999,
236,0,44.40112,-116.90012,ID,MANN CREEK RESERVOIR,0,1.087,0,false,Null,0.5806286679109118,1,100,147.5874,37.432166976961554,3.025275662284434,40.45744263924599,147.58740000000054,
49,0,43.913,-114.861,ID,ALTURAS LAKE,0,3.39,0,false,Null,2.2360679774997898E-4,1,100,205.4712,83.16882087257258,11.65560174321924,94.82442261579182,205.4711999999999,
296,0,39.37804,-120.14324,CA,PROSSER CREEK RESERVOIR,0,2.799,0,false,Null,3.0124740662784135E-4,1,100,1514.0831,839.5976887508416,13.633421487335422,853.231110238177,1514.083099999998,
259,0,37.4843,-108.6255,CO,NARRAGUINNEP RESERVOIR,0,2.2,0,false,Null,1,1,100,149.22364,171.1210116896204,29.63338961801552,200.7544013076359,149.22364000000007,
267,0,39.174,-111.71,UT,NINE MILE RESERVOIR,0,0.503,0,false,Null,0.9474999999999998,1,100,126.8267,64.69025842560934,8.592939941985334,73.28319836759468,126.8267000000001,
473,0,30.949911,-95.911619,TX,Lake Madisonville,0,3.40194963854,0,false,Null,6.32455532033678E-5,1,100,471,690.6887854773626,89.63339138202954,780.3221768593921,470.9999999999996,
492,0,32.2101557,-95.1452235,TX,Lake Tyler/Lake Tyler East,0,0.7946818982,0,false,Null,1.0E-7,1,100,9663,113.54700185001633,8.308479531976886,121.85548138199321,9662.99999999999,
240,0,40.345,-105.532,CO,MARYS LAKE,0,0.151,0,false,Null,2.747726332806817E-4,1,100,405.617709091,103.50814203298034,0.5171119956512531,104.0252540286316,405.6177090910003,
41,0,46.785,-116.757,ID,SPRING VALLEY RESERVOIR,0,0.208,0,false,Null,0.9808592151782027,1,100,1137.8746,5.2918041872430095,0.37661530637412144,5.668419493617131,1137.874600000002,
268,0,40.714534,-106.460408,CO,NORTH DELANEY BUTTE LAKE,0,0.658,0,false,Null,0.8470182996842512,1,100,8.49252,48.062222785044916,2.503416810863493,50.56563959590841,8.49251999999999,
201,0,40.135,-105.19,CO,LAGERMAN RESERVOIR,0,0.301,0,false,Null,0.9768582292226441,1,100,2192.6883,619.0452624128875,1.0007187736398726,620.0459811865273,2192.688299999994,
167,0,36.667197,-106.705774,NM,HERON RESERVOIR,0,18.199,0,true,Null,0.9313315736084543,1,100,290.02535,947.3018944682699,127.868465263921,1075.170359732191,290.02534999999995,
395,0,40.142246,-106.411313,CO,WOLFORD MOUNTAIN RES,0,6.273,0,false,Null,0.9591663046625438,1,100,44.6257777778,554.2877895866326,25.971537548123802,580.2593271347564,44.625777777799904,
48,0,42.656,-111.653,ID,ALEXANDER RESERVOIR,0,4.294,0,false,Null,0.9591663046625438,1,100,63.7723333333,190.9135898969074,19.96897633559504,210.88256623250246,63.77233333330003,
483,0,32.8665775,-95.4460611,TX,Lake Quitman,0,1.1680856704,0,false,Null,0.04000000000000026,1,100,4110,186.79252476598995,12.178555843844963,198.97108060983493,4110,
19,0,47.951387,-118.975048,WA,FRANKLIN D ROOSEVELT LAKE,0,288.925,0,true,Null,0.5774845452477494,1,100,5050.3706,9699.604712072443,389.9592886603143,10089.564000732758,5050.370599999988,
122,0,40.956,-111.409,UT,ECHO RESERVOIR,0,5.481,0,false,Null,0.9848857801796104,1,100,338.349333333,515.564968954479,42.10304869572863,557.6680176502076,338.3493333329999,
136,0,38.517,-111.532,UT,FORSYTH RESEVOIR,0,0.672,0,false,Null,0.7352718884875171,1,100,92.1652,85.74429380323075,18.733107248444128,104.47740105167487,92.16519999999994,
418,0,33.5320312,-101.708218,TX,Buffalo Springs Lake,0,8.3728724028,0,false,Null,3.1622776601683794E-4,1,100,5346,202.7109025537172,31.140974977002248,233.85187753071946,5346.000000000003,
506,0,32.0440755,-94.4634822,TX,Murvaul Lake,0,0.070617707,0,false,Null,1.0E-7,1,100,1699,9.32765970916279,0.5969884550748571,9.924648164237647,1699.0000000000011,
25,0,37.606316,-104.8437426,CO,HORSESHOE RESERVOIR (CO),0,0.663,0,false,Null,0.9313968005098578,1,100,405.617709091,317.59541525101133,2.7234200093917704,320.3188352604031,405.61770909100017,
150,0,42.2899,-104.7649,WY,GUERNSEY RESERVOIR,0,7.843,0,false,Null,0.9974968671630002,1,100,65.76635,477.456111618662,18.464677453202178,495.9207890718642,65.76634999999987,
406,0,30.74,-95.15,TX,Lake Livingston,0,0.4649437454,0,true,Null,2.6383631289115606E-4,0,100,12391,165.84984534057662,2.2558437867795678,168.1056891273562,12390.999999999976,
307,0,39.6306,-107.7578,CO,RIFLE GAP RESERVOIR,0,0.975,0,false,Null,0.8874119674649423,1,100,525.503333333,234.57991522785878,5.9766735210586885,240.55658874891748,525.5033333330006,
103,0,40.839,-106.3127,CO,COWDREY LAKE,0,0.29,0,false,Null,0.7741012183816791,1,100,8.49252,19.70754735130585,1.0538091424224814,20.76135649372833,8.492520000000015,
215,0,43.55774,-116.64753,ID,LAKE LOWELL,0,24.519,0,false,Null,0.6892371144968906,1,100,5012.6864,597.1161023962187,83.0472461212863,680.163348517505,5012.686400000003,
423,0,28.4767,-98.3198,TX,Choke Canyon Reservoir,0,25.8041552924,0,true,Null,1.0E-7,1,100,595,2812.603538794522,508.606217715636,3321.209756510158,594.9999999999993,
36,0,42.205,-114.732,ID,SALMON FALLS CREEK RESERVOIR,0,10.648,0,false,Null,0.9848857801796104,1,100,716.772066667,242.90276543184092,57.02436883206455,299.9271342639055,716.7720666669999,
30,0,38.93,-105.054,CO,NORTH CATAMOUNT RESERVOIR,0,0.988,0,false,Null,0.15625,1,100,141.53476,1488.3510230326763,3.709877516470665,1492.060900549147,141.53475999999995,
248,0,37.0488611111,-119.640333333,CA,MILLERTON LAKE,0,17.799,0,true,Null,1.5652475842498523E-4,1,100,25376.9602,998.6946864059299,143.22825762653764,1141.9229440324675,25376.960199999998,
302,0,38.9796,-104.9599,CO,RAMPART RESERVOIR,0,1.53,0,false,Null,0.22465250944514278,1,100,4404.96985,1022.362968383265,5.61530687363498,1027.9782752569,4404.969849999999,
217,0,35.49408,-114.680257,AZ-NV,LAKE MOHAVE,0,71.024,0,true,Null,0.9721111047611789,0,100,27932.282,1597.4062120202898,26040.604703046098,27638.01091506639,27932.281999999934,
370,0,37.518329,-113.865878,UT,UPPER ENTERPRISE RESERVOIR,0,1.435,0,false,Null,0.9914433922317502,1,100,744.453,76.22425593352332,67.86593996289298,144.0901958964163,744.4530000000002,
12,0,42.883,-111.953,ID,CHESTERFIELD RESERVOIR,0,5.117,0,false,Null,0.9421023345688089,1,100,63.7723333333,187.35879446149823,22.6991884771688,210.05798293866704,63.7723333333,
137,0,35.1795,-98.4766,OK,FORT COBB RESERVOIR,0,15.81,0,true,Null,0.9924716620639603,1,100,848.0936,901.6681041449609,126.65763704675457,1028.3257411917155,848.0936000000003,
261,0,36.806983,-107.606471,CO-NM,NAVAJO RESERVOIR,0,63.291,0,true,Null,0.888688921951883,1,100,300.65005,1982.6502835046433,591.7720584603632,2574.4223419650066,300.65005,
290,0,37.350898,-106.550327,CO,PLATORO RESERVOIR,0,1.713,0,false,Null,2.8284271247462305E-5,1,100,76.2492666667,112.26609772659583,10.793928657108914,123.06002638370475,76.24926666669987,
113,0,39.617526,-106.059521,CO,DILLON RESERVOIR,0,13.008,0,false,Null,0.7923130694365706,1,100,431.8841,1611.6968722982504,54.43343067380931,1666.1303029720598,431.8840999999997,
377,0,39.477141,-98.426977,KS,WACONDA LAKE,0,37.793,0,false,Null,0.9899494936611666,1,100,358.8868,2132.7617938206085,73.6572520108886,2206.419045831497,358.8868000000001,
419,0,32.6907001,-94.1790764,TX,Caddo Lake,0,9.7711839386,0,false,Null,1.0E-7,1,100,4603,726.3837774570628,52.59599317243864,778.9797706295014,4602.999999999995,
132,0,39.642,-111.309,UT,FAIRVIEW LAKE,0,0.623,0,false,Null,0.9721111047611789,1,100,126.8267,50.46888307369185,8.268531941582157,58.73741501527401,126.82669999999993,
232,0,41.1853,-111.3983,UT,LOST CREEK RESERVOIR,0,1.448,0,false,Null,0.9591663046625438,1,100,120.8899,128.39592811866225,10.275675188355565,138.67160330701782,120.88990000000015,
365,0,37.488,-102.378,CO,TURKS POND,0,0.206,0,false,Null,0.902968437986622,1,100,113.2336,6.514065921564092,0.605183683287365,7.119249604851457,113.23359999999991,
43,0,38.377,-115.108,NV,ADAMS-MCGILL RESERVOIR,0,2.739,0,false,Null,1,1,100,662.7134,645.8295782110512,69.55242268288907,715.3820008939402,662.7134000000003,
518,0,31.0611,-94.1061,TX,Sam Rayburn Reservoir,0,3.53703633439,0,false,Null,1.0E-7,1,100,16030,934.9825537905458,42.16025024439665,977.1428040349424,16029.999999999985,
75,0,38.455097,-107.331066,CO,BLUE MESA RESERVOIR,0,36.194,0,true,Null,0.9141258119099361,1,100,117.4147,2015.4512905058884,247.74631712788263,2263.197607633771,117.41469999999994,
408,0,30.3558,-97.904,TX,Lake Travis,0,0.808360285,0,true,Null,0.3112474899497183,0,100,29510,96.84779529525841,159.5383738537291,256.3861691489875,29510.000000000015,
57,0,39.975502,-107.64773,CO,AVERY LAKE / BIG BEAVER RES,0,0.828,0,false,Null,0.9591663046625438,1,100,63.9171333333,62.90003268238835,4.586031998044838,67.48606468043319,63.917133333299965,
134,0,41.07462,-109.55905,WY,FLAMING GORGE RESERVOIR,0,157.004,0,true,Null,0.9591663046625438,1,100,605.7708,4719.264494502811,947.0781111225533,5666.342605625365,605.7707999999993,
147,0,39.875758,-106.3306697,CO,GREEN MOUNTAIN RESERVOIR,0,8.274,0,false,Null,0.8342138814476775,1,100,431.8841,788.0605528264817,35.17098873551046,823.2315415619922,431.88410000000033,
106,0,40.33455,-111.05829,UT,CURRANT CREEK RESERVOIR,0,1.174,0,false,Null,0.9340770846134702,1,100,151.135,84.68472341707547,11.114191575019438,95.79891499209491,151.1349999999998,
394,0,40.483871,-104.903249,CO,WINDSOR RESERVOIR,0,0.685,0,false,Null,0.8967942907936023,1,100,7408.21810909,223.96956779975613,2.07969999103612,226.04926779079224,7408.218109090006,
386,0,40.60222,-122.54156,CA,WHISKEYTOWN LAKE,0,12.604,0,false,Null,2.7386127875258305E-4,1,100,1749.95626667,575.0192572968698,32.2757751252594,607.2950324221292,1749.9562666700015,
124,0,36.594616,-106.734195,NM,EL VADO RESERVOIR,0,12.579,0,false,Null,0.8482030712040601,1,100,290.02535,719.9752740241249,89.67500181253152,809.6502758366564,290.02535000000006,
309,0,40.0884,-108.2097,CO,RIO BLANCO LAKE,0,0.481,0,false,Null,0.45746347149253364,1,100,63.9171333333,22.869058241594075,2.9534619386865497,25.822520180280627,63.917133333299965,
339,0,40.08434,-102.2737,CO,STALKER LAKE,0,0.051,0,false,Null,0.9189935151566632,1,100,284.2424,2.5687679954870264,0.115822472464393,2.6845904679514194,284.2424,
340,0,39.47221,-120.13276,CA,STAMPEDE RESERVOIR,0,13.476,0,false,Null,2.9240383034426893E-4,1,100,101.5772,2626.347335957854,64.76046717192294,2691.1078031297766,101.57719999999972,
145,0,42.5646,-106.702,WY,GRAY REEF RESERVOIR,0,7.28,0,false,Null,1,1,100,546.6019,795.6193092686783,21.04405717985133,816.6633664485296,546.6018999999991,
325,0,40.786833,-122.299305,CA,SHASTA LAKE,0,79.882,0,true,Null,0.4153311931459037,1,100,1749.95626667,2947.9129671268984,208.57863150744916,3156.4915986343476,1749.9562666700022,
24,0,44.651,-111.435,ID,HENRYS LAKE,0,24.754,0,false,Null,0.8760544788995716,1,100,177.9411,520.7023111995466,71.16157417951624,591.8638853790628,177.9411000000002,
142,0,40.24992,-105.81783,CO,GRAND LAKE,0,7.123,0,false,Null,2.6925824035672544E-4,1,100,44.6257777778,1172.7350135718627,25.98369761595259,1198.7187111878154,44.62577777779999,
522,0,30.3112,-96.573,TX,Somerville Lake,0,5.2394291734,0,true,Null,0.21564878854285272,1,100,2623,910.9789537150543,101.74581415990657,1012.7247678749609,2622.999999999999,
515,0,31.949068,-103.9394414,TX,Red Bluff Reservoir,0,2.7591086794,0,false,Null,1.0954451150103317E-4,1,100,149,98.05280912457913,10.843422738782547,108.89623186336168,149.00000000000003,
348,0,37.4228,-108.3866,CO,SUMMIT RESERVOIR,0,1.364,0,false,Null,0.6268755458621751,1,100,149.22364,225.80227430464492,16.420386929308037,242.22266123395298,149.2236399999999,
516,0,32.9695,-96.1421,TX,Richland-Chambers Reservoir,0,14.325682057,0,true,Null,0.6419345761056963,1,100,3178,2627.1734235664594,323.9993422572465,2951.172765823706,3178.0000000000005,
45,0,42.413,-122.771,OR,AGATE RESERVOIR,0,0.827,0,false,Null,0.38729833462074165,1,100,1510.23685,47.38336441049841,1.6491920988984663,49.032556509396876,1510.2368499999995,
154,0,38.035278,-108.25036,CO,GURLEY RESERVOIR,0,1.29,0,false,Null,0.797523777075016,1,100,73.6428666667,75.38267310859135,13.193088496075331,88.57576160466668,73.64286666669996,
169,0,40.839641,-108.98508,CO,HOG LAKE,0,0.207,0,false,Null,1,1,100,192.4573,7.644671425736308,1.2176614275965303,8.862332853332838,192.4572999999998,
82,0,32.91162,-107.30596,NM,CABALLO RESERVOIR,0,12.915,0,true,Null,1,1,100,188.2581,310.33971113606424,116.35967117242244,426.6993823084867,188.2581000000002,
79,0,43.39993,-108.17013,WY,BOYSEN RESERVOIR (inflow),0,74.943,0,true,Null,1,1,100,380.293066667,1745.9432479560032,221.08159902832898,1967.0248469843323,380.2930666670003,
226,0,37.406738,-107.662834,CO,LEMON RESERVOIR,0,2.574,0,false,Null,0.8325118017181498,1,100,257.6173,238.10986725765272,23.002307929853625,261.11217518750635,257.6173000000001,
108,0,41.418,-98.758,NE,DAVIS CREEK RESERVOIR (NE),0,1.518,0,false,Null,0.8499999999999999,1,100,233.8882,511.0199968878709,2.2130894274523145,513.2330863153232,233.88819999999998,
320,0,37.113187,-105.411574,CO,SANCHEZ RESERVOIR,0,3.087,0,false,Null,0.8070696995922966,1,100,35.5725333333,305.1875853409585,14.887908995530449,320.07549433648893,35.57253333330001,
